system:index,elevation,random,slope,tile_id,.geo
84656,2458.1670804341147,2.061741114873783E-4,23.597939011521493,tile_46.320_39.060,"{""type"":""Polygon"",""coordinates"":[[[46.32,39.06],[46.33,39.06],[46.33,39.07],[46.32,39.07],[46.32,39.06]]]}"
41524,1079.85502996484,2.236077239267109E-4,18.1707854290725,tile_44.880_39.740,"{""type"":""Polygon"",""coordinates"":[[[44.88,39.739999999999995],[44.88999999999999,39.74],[44.89,39.75000000000001],[44.88,39.75],[44.88,39.739999999999995]]]}"
94242,569.3875387510287,2.2368764656788276E-4,22.0743117346345,tile_46.640_38.920,"{""type"":""Polygon"",""coordinates"":[[[46.64,38.919999999999995],[46.650000000000006,38.919999999999995],[46.650000000000006,38.93],[46.64,38.93],[46.64,38.919999999999995]]]}"
59710,1534.0966795067873,2.2966763081189168E-4,7.295097347460398,tile_45.490_38.600,"{""type"":""Polygon"",""coordinates"":[[[45.49,38.6],[45.5,38.6],[45.5,38.61],[45.49,38.61],[45.49,38.6]]]}"
60314,1681.288134000985,2.3555482054393728E-4,12.337789616366551,tile_45.510_38.640,"{""type"":""Polygon"",""coordinates"":[[[45.51,38.64000000000001],[45.519999999999996,38.64000000000001],[45.52,38.65],[45.50999999999999,38.65],[45.51,38.64000000000001]]]}"
44095,343.60496407055984,2.3874436135506993E-4,1.8278599380959772,tile_44.960_41.450,"{""type"":""Polygon"",""coordinates"":[[[44.96,41.45],[44.97,41.45],[44.97,41.46],[44.96,41.46],[44.96,41.45]]]}"
109669,88.77146021730691,2.5823748135667124E-4,2.39471285605506,tile_47.150_40.190,"{""type"":""Polygon"",""coordinates"":[[[47.15,40.19],[47.16,40.19],[47.16,40.2],[47.15,40.2],[47.15,40.19]]]}"
56624,1468.1583253854196,2.5833948870868095E-4,24.180643237970152,tile_45.380_40.740,"{""type"":""Polygon"",""coordinates"":[[[45.38,40.739999999999995],[45.39000000000001,40.739999999999995],[45.39,40.75],[45.38,40.75],[45.38,40.739999999999995]]]}"
89341,80.41015647242375,2.6610673822413666E-4,2.1797532277320033,tile_46.470_40.910,"{""type"":""Polygon"",""coordinates"":[[[46.47,40.91],[46.48,40.91],[46.47999999999999,40.92],[46.47,40.91999999999999],[46.47,40.91]]]}"
80245,1917.076129414312,2.752887634746015E-4,20.25393856319767,tile_46.170_39.950,"{""type"":""Polygon"",""coordinates"":[[[46.17,39.95],[46.18,39.95],[46.18,39.96000000000001],[46.17000000000001,39.96000000000001],[46.17,39.95]]]}"
67615,2480.8770313514256,2.754391823897029E-4,17.850108712615313,tile_45.750_39.650,"{""type"":""Polygon"",""coordinates"":[[[45.75,39.65],[45.760000000000005,39.65],[45.76,39.65999999999999],[45.75000000000001,39.65999999999999],[45.75,39.65]]]}"
64855,1596.9442011571546,3.037489126916926E-4,20.699220563569074,tile_45.660_39.050,"{""type"":""Polygon"",""coordinates"":[[[45.660000000000004,39.050000000000004],[45.66999999999999,39.050000000000004],[45.669999999999995,39.059999999999995],[45.660000000000004,39.06],[45.660000000000004,39.050000000000004]]]}"
83396,451.81852216692704,3.1447295940001396E-4,15.358324548524156,tile_46.270_41.460,"{""type"":""Polygon"",""coordinates"":[[[46.269999999999996,41.46],[46.279999999999994,41.46],[46.28,41.47],[46.27,41.47],[46.269999999999996,41.46]]]}"
17520,1645.3549119979955,3.2757313521181164E-4,16.887576763923605,tile_44.080_39.700,"{""type"":""Polygon"",""coordinates"":[[[44.07999999999999,39.699999999999996],[44.089999999999996,39.699999999999996],[44.089999999999996,39.71],[44.07999999999999,39.71],[44.07999999999999,39.699999999999996]]]}"
17211,1525.359678741847,3.746826948399784E-4,3.219109332048104,tile_44.070_39.610,"{""type"":""Polygon"",""coordinates"":[[[44.07,39.61],[44.08,39.61000000000001],[44.07999999999999,39.61999999999999],[44.07,39.620000000000005],[44.07,39.61]]]}"
114748,68.85514710487811,3.7759193379116596E-4,1.5012956829686712,tile_47.320_39.980,"{""type"":""Polygon"",""coordinates"":[[[47.32000000000001,39.98],[47.33,39.98],[47.33,39.989999999999995],[47.32,39.989999999999995],[47.32000000000001,39.98]]]}"
64989,2360.4799748297387,3.812153472220192E-4,28.568960439780543,tile_45.660_40.390,"{""type"":""Polygon"",""coordinates"":[[[45.660000000000004,40.39000000000001],[45.66999999999999,40.39000000000001],[45.66999999999999,40.4],[45.660000000000004,40.4],[45.660000000000004,40.39000000000001]]]}"
46889,835.367826923733,3.9094984063114957E-4,3.767184805015498,tile_45.060_39.390,"{""type"":""Polygon"",""coordinates"":[[[45.06000000000001,39.39],[45.07,39.39],[45.07,39.4],[45.06,39.4],[45.06000000000001,39.39]]]}"
103852,691.6395116771007,3.9107941001159663E-4,12.290149395333414,tile_46.960_39.020,"{""type"":""Polygon"",""coordinates"":[[[46.96,39.02],[46.96999999999999,39.019999999999996],[46.97,39.03],[46.959999999999994,39.03],[46.96,39.02]]]}"
98537,626.8010442883032,3.952836255524117E-4,5.5880542597475635,tile_46.780_39.870,"{""type"":""Polygon"",""coordinates"":[[[46.78,39.870000000000005],[46.790000000000006,39.87],[46.790000000000006,39.879999999999995],[46.78,39.879999999999995],[46.78,39.870000000000005]]]}"
78181,2814.4191018209567,4.022333779998277E-4,20.84450069240238,tile_46.100_40.310,"{""type"":""Polygon"",""coordinates"":[[[46.1,40.31000000000001],[46.10999999999999,40.31],[46.10999999999999,40.32],[46.10000000000001,40.32],[46.1,40.31000000000001]]]}"
63424,1695.2258220626834,4.0757345453112936E-4,9.59047259004979,tile_45.610_39.740,"{""type"":""Polygon"",""coordinates"":[[[45.61000000000001,39.74],[45.62,39.74],[45.62,39.75000000000001],[45.61,39.75000000000001],[45.61000000000001,39.74]]]}"
119426,731.1264647937043,4.0883652618473043E-4,16.040306541072965,tile_47.480_38.760,"{""type"":""Polygon"",""coordinates"":[[[47.48,38.760000000000005],[47.489999999999995,38.760000000000005],[47.489999999999995,38.769999999999996],[47.48,38.769999999999996],[47.48,38.760000000000005]]]}"
79409,1172.7909010950211,4.0931769882468494E-4,20.39817921225342,tile_46.140_40.590,"{""type"":""Polygon"",""coordinates"":[[[46.14,40.59],[46.15,40.59000000000001],[46.14999999999999,40.60000000000001],[46.14000000000001,40.60000000000001],[46.14,40.59]]]}"
35998,486.2780538084163,4.2651573290508615E-4,14.974780228007642,tile_44.690_41.480,"{""type"":""Polygon"",""coordinates"":[[[44.68999999999999,41.47999999999999],[44.7,41.48],[44.7,41.489999999999995],[44.69,41.489999999999995],[44.68999999999999,41.47999999999999]]]}"
102039,1520.5783835640675,4.26770357269346E-4,21.822907076156568,tile_46.900_38.890,"{""type"":""Polygon"",""coordinates"":[[[46.900000000000006,38.89],[46.91,38.89],[46.91,38.9],[46.900000000000006,38.9],[46.900000000000006,38.89]]]}"
101340,70.0,4.293616143312695E-4,0.0,tile_46.870_40.900,"{""type"":""Polygon"",""coordinates"":[[[46.87,40.9],[46.87999999999999,40.900000000000006],[46.879999999999995,40.91],[46.87,40.91],[46.87,40.9]]]}"
84307,1929.1025574588289,4.402914565044824E-4,11.133663497761848,tile_46.310_38.570,"{""type"":""Polygon"",""coordinates"":[[[46.309999999999995,38.57],[46.32,38.57],[46.31999999999999,38.58],[46.309999999999995,38.58],[46.309999999999995,38.57]]]}"
96123,1570.1312335584419,4.5903902945509945E-4,21.340075925368822,tile_46.700_39.730,"{""type"":""Polygon"",""coordinates"":[[[46.70000000000001,39.73],[46.71000000000001,39.73],[46.71,39.739999999999995],[46.7,39.739999999999995],[46.70000000000001,39.73]]]}"
63008,1436.8225929057687,4.671891748095902E-4,10.974880791270333,tile_45.600_38.580,"{""type"":""Polygon"",""coordinates"":[[[45.6,38.58],[45.61,38.58],[45.61000000000001,38.589999999999996],[45.6,38.589999999999996],[45.6,38.58]]]}"
10027,2628.9494222573985,4.6764443393698674E-4,22.18344781449974,tile_43.830_39.770,"{""type"":""Polygon"",""coordinates"":[[[43.83,39.77],[43.839999999999996,39.77],[43.839999999999996,39.78],[43.83,39.78],[43.83,39.77]]]}"
52403,2074.7614934347694,4.7009695601507584E-4,19.079874243458146,tile_45.240_40.530,"{""type"":""Polygon"",""coordinates"":[[[45.24,40.53],[45.25,40.53],[45.25,40.54],[45.24,40.54],[45.24,40.53]]]}"
18280,1623.5697020598184,4.849595906545323E-4,5.338109890540451,tile_44.100_41.300,"{""type"":""Polygon"",""coordinates"":[[[44.1,41.3],[44.10999999999999,41.3],[44.10999999999999,41.31],[44.10000000000001,41.309999999999995],[44.1,41.3]]]}"
59315,1544.48369489393,4.890575692433341E-4,11.556505351271772,tile_45.470_40.650,"{""type"":""Polygon"",""coordinates"":[[[45.47,40.65],[45.47999999999999,40.65],[45.48,40.660000000000004],[45.47,40.66],[45.47,40.65]]]}"
66379,1635.2345641051882,4.890819022729254E-4,13.28933218525598,tile_45.710_39.290,"{""type"":""Polygon"",""coordinates"":[[[45.71000000000001,39.28999999999999],[45.71999999999999,39.28999999999999],[45.71999999999999,39.3],[45.71,39.3],[45.71000000000001,39.28999999999999]]]}"
38032,2312.6019262962504,4.918138299996322E-4,16.888634804595732,tile_44.760_40.820,"{""type"":""Polygon"",""coordinates"":[[[44.75999999999999,40.82],[44.77,40.82],[44.769999999999996,40.83],[44.75999999999999,40.83],[44.75999999999999,40.82]]]}"
35614,2307.9930924124706,5.050148867948856E-4,17.442301294913094,tile_44.680_40.640,"{""type"":""Polygon"",""coordinates"":[[[44.68,40.64],[44.68999999999999,40.64],[44.68999999999999,40.65],[44.68,40.65],[44.68,40.64]]]}"
325,2079.3336170576245,5.098220305199685E-4,11.28128771105434,tile_43.510_38.750,"{""type"":""Polygon"",""coordinates"":[[[43.51,38.75],[43.519999999999996,38.75],[43.519999999999996,38.760000000000005],[43.50999999999999,38.760000000000005],[43.51,38.75]]]}"
104827,827.0781197958331,5.231880759025698E-4,21.21641828293876,tile_46.990_39.770,"{""type"":""Polygon"",""coordinates"":[[[46.989999999999995,39.77],[46.99999999999999,39.77],[47.0,39.78000000000001],[46.989999999999995,39.78],[46.989999999999995,39.77]]]}"
18641,2168.9170147163013,5.570088914716997E-4,5.635387529082424,tile_44.120_38.910,"{""type"":""Polygon"",""coordinates"":[[[44.11999999999999,38.91],[44.13,38.91],[44.129999999999995,38.91999999999999],[44.11999999999999,38.91999999999999],[44.11999999999999,38.91]]]}"
42992,808.3367219567408,5.668154723035279E-4,1.9216587285015205,tile_44.930_39.420,"{""type"":""Polygon"",""coordinates"":[[[44.93,39.42],[44.940000000000005,39.42],[44.940000000000005,39.43000000000001],[44.92999999999999,39.43000000000001],[44.93,39.42]]]}"
56097,812.0364988441097,5.671486982397056E-4,15.0899850391839,tile_45.360_41.470,"{""type"":""Polygon"",""coordinates"":[[[45.36,41.47],[45.37,41.47],[45.370000000000005,41.480000000000004],[45.36,41.48],[45.36,41.47]]]}"
102819,113.43396597026297,5.737619261453331E-4,4.977102256705985,tile_46.920_40.690,"{""type"":""Polygon"",""coordinates"":[[[46.919999999999995,40.69],[46.93,40.69],[46.93,40.699999999999996],[46.92,40.699999999999996],[46.919999999999995,40.69]]]}"
114722,214.954154507537,5.766953063990332E-4,3.644314060545447,tile_47.320_39.720,"{""type"":""Polygon"",""coordinates"":[[[47.32,39.720000000000006],[47.33,39.720000000000006],[47.33,39.73],[47.32000000000001,39.73],[47.32,39.720000000000006]]]}"
68300,1414.6759918078876,5.902351772497649E-4,17.441156389128647,tile_45.770_40.500,"{""type"":""Polygon"",""coordinates"":[[[45.77,40.5],[45.78,40.5],[45.78,40.50999999999999],[45.77,40.51],[45.77,40.5]]]}"
39555,1828.6447465444405,6.368397522522606E-4,18.004666914148007,tile_44.810_41.050,"{""type"":""Polygon"",""coordinates"":[[[44.81,41.050000000000004],[44.82000000000001,41.05],[44.82,41.06],[44.81,41.05999999999999],[44.81,41.050000000000004]]]}"
96092,796.7750966271229,6.383146238558846E-4,16.367438821855572,tile_46.700_39.420,"{""type"":""Polygon"",""coordinates"":[[[46.70000000000001,39.42],[46.71,39.42],[46.71,39.43],[46.7,39.43],[46.70000000000001,39.42]]]}"
110672,875.5191220892667,6.520499902072929E-4,20.448665387291896,tile_47.180_41.220,"{""type"":""Polygon"",""coordinates"":[[[47.18,41.22],[47.19,41.22],[47.19,41.23],[47.18,41.23],[47.18,41.22]]]}"
117243,513.2253292564201,6.628573899514212E-4,12.333611841262348,tile_47.400_40.930,"{""type"":""Polygon"",""coordinates"":[[[47.4,40.93],[47.410000000000004,40.93],[47.41,40.94],[47.4,40.94],[47.4,40.93]]]}"
36212,2077.6974254302872,6.787064011788413E-4,23.270207964215718,tile_44.700_40.620,"{""type"":""Polygon"",""coordinates"":[[[44.70000000000001,40.62],[44.71,40.61999999999999],[44.71,40.62999999999999],[44.7,40.62999999999999],[44.70000000000001,40.62]]]}"
57855,731.6304516790299,6.836881425890118E-4,15.895232382829612,tile_45.420_41.050,"{""type"":""Polygon"",""coordinates"":[[[45.42000000000001,41.05],[45.43000000000001,41.050000000000004],[45.43000000000001,41.059999999999995],[45.42000000000001,41.06],[45.42000000000001,41.05]]]}"
50969,559.8985689600707,6.925295744761861E-4,10.854310002323349,tile_45.190_41.190,"{""type"":""Polygon"",""coordinates"":[[[45.19,41.190000000000005],[45.199999999999996,41.190000000000005],[45.19999999999999,41.19999999999999],[45.19,41.19999999999999],[45.19,41.190000000000005]]]}"
106676,119.87253707204829,7.000930869146549E-4,1.5923696329332182,tile_47.050_40.260,"{""type"":""Polygon"",""coordinates"":[[[47.05,40.26],[47.06,40.26],[47.06,40.269999999999996],[47.050000000000004,40.269999999999996],[47.05,40.26]]]}"
42823,1891.6485216871417,7.0457639689403E-4,18.72950849728772,tile_44.920_40.730,"{""type"":""Polygon"",""coordinates"":[[[44.92,40.73],[44.93,40.73],[44.93,40.739999999999995],[44.92,40.739999999999995],[44.92,40.73]]]}"
38417,2156.7919544761194,7.30113774107255E-4,14.416610736605247,tile_44.780_38.670,"{""type"":""Polygon"",""coordinates"":[[[44.779999999999994,38.67000000000001],[44.79,38.67000000000001],[44.790000000000006,38.67999999999999],[44.78,38.68],[44.779999999999994,38.67000000000001]]]}"
110930,142.41197218181438,7.36641427558804E-4,11.808437283995463,tile_47.190_40.800,"{""type"":""Polygon"",""coordinates"":[[[47.19,40.8],[47.2,40.8],[47.199999999999996,40.809999999999995],[47.18999999999999,40.809999999999995],[47.19,40.8]]]}"
18088,2288.564701762967,7.528223794781574E-4,12.148383629326204,tile_44.100_39.380,"{""type"":""Polygon"",""coordinates"":[[[44.10000000000001,39.38],[44.11,39.38000000000001],[44.11,39.39000000000001],[44.10000000000001,39.39],[44.10000000000001,39.38]]]}"
14840,860.9954419020482,7.596528699903571E-4,5.0164570209667945,tile_43.990_39.900,"{""type"":""Polygon"",""coordinates"":[[[43.99,39.9],[44.0,39.9],[44.0,39.91],[43.99,39.91],[43.99,39.9]]]}"
13456,2768.6189813312403,7.600527634350485E-4,10.06974267334164,tile_43.940_41.060,"{""type"":""Polygon"",""coordinates"":[[[43.94,41.06],[43.95,41.059999999999995],[43.95,41.07],[43.940000000000005,41.07000000000001],[43.94,41.06]]]}"
88865,886.0147390735443,7.688622945750678E-4,15.979293189351218,tile_46.460_39.150,"{""type"":""Polygon"",""coordinates"":[[[46.46000000000001,39.150000000000006],[46.47,39.150000000000006],[46.47,39.16],[46.46000000000001,39.16],[46.46000000000001,39.150000000000006]]]}"
113273,28.73751049718072,7.808215918290173E-4,1.7764057710389578,tile_47.270_40.230,"{""type"":""Polygon"",""coordinates"":[[[47.27,40.230000000000004],[47.28000000000001,40.23],[47.28000000000001,40.239999999999995],[47.27,40.239999999999995],[47.27,40.230000000000004]]]}"
88527,1961.782464750449,7.836122856811345E-4,29.503998492550032,tile_46.450_38.770,"{""type"":""Polygon"",""coordinates"":[[[46.449999999999996,38.77],[46.46000000000001,38.77],[46.46000000000001,38.78000000000001],[46.449999999999996,38.78000000000001],[46.449999999999996,38.77]]]}"
115944,66.80862637268798,7.911186375909596E-4,1.6558165204160937,tile_47.360_39.940,"{""type"":""Polygon"",""coordinates"":[[[47.35999999999999,39.94],[47.37,39.93999999999999],[47.37,39.949999999999996],[47.36,39.949999999999996],[47.35999999999999,39.94]]]}"
110017,14.972150485893057,8.033291314764046E-4,2.6825414707472506,tile_47.160_40.670,"{""type"":""Polygon"",""coordinates"":[[[47.15999999999999,40.67000000000001],[47.17,40.67000000000001],[47.17,40.68000000000001],[47.15999999999999,40.68000000000001],[47.15999999999999,40.67000000000001]]]}"
32515,1025.8875567981247,8.094890272826172E-4,4.4480951694893625,tile_44.580_39.650,"{""type"":""Polygon"",""coordinates"":[[[44.58,39.65],[44.59,39.65],[44.59,39.66],[44.58,39.65999999999999],[44.58,39.65]]]}"
114268,1424.8647692202592,8.183004126997018E-4,23.45968867736484,tile_47.300_41.180,"{""type"":""Polygon"",""coordinates"":[[[47.29999999999999,41.17999999999999],[47.309999999999995,41.17999999999999],[47.309999999999995,41.190000000000005],[47.300000000000004,41.190000000000005],[47.29999999999999,41.17999999999999]]]}"
101341,70.0,8.225450996811601E-4,0.0,tile_46.870_40.910,"{""type"":""Polygon"",""coordinates"":[[[46.87,40.91],[46.879999999999995,40.91],[46.879999999999995,40.92],[46.87,40.91999999999999],[46.87,40.91]]]}"
59729,1252.34250077582,8.235282712046876E-4,7.937469428802784,tile_45.490_38.790,"{""type"":""Polygon"",""coordinates"":[[[45.49,38.79],[45.5,38.790000000000006],[45.50000000000001,38.8],[45.49,38.79999999999999],[45.49,38.79]]]}"
15793,2493.938156432727,8.290796064708283E-4,7.7739731319161525,tile_44.020_40.430,"{""type"":""Polygon"",""coordinates"":[[[44.019999999999996,40.43],[44.029999999999994,40.43],[44.029999999999994,40.44],[44.02,40.44],[44.019999999999996,40.43]]]}"
90360,1085.8505840053929,8.294700596714888E-4,14.873202335917885,tile_46.510_39.100,"{""type"":""Polygon"",""coordinates"":[[[46.51,39.1],[46.519999999999996,39.099999999999994],[46.51999999999999,39.10999999999999],[46.510000000000005,39.10999999999999],[46.51,39.1]]]}"
58764,309.2400194755841,8.676585878258924E-4,3.085472130380779,tile_45.450_41.140,"{""type"":""Polygon"",""coordinates"":[[[45.45,41.14],[45.46,41.14],[45.46,41.15],[45.45,41.14999999999999],[45.45,41.14]]]}"
56497,1440.9819603109727,8.736629456068679E-4,19.309494768041876,tile_45.380_39.470,"{""type"":""Polygon"",""coordinates"":[[[45.38,39.47],[45.39000000000001,39.47],[45.39,39.48],[45.38,39.48],[45.38,39.47]]]}"
9681,2866.6644557048603,8.815070388467072E-4,9.969094448468116,tile_43.820_39.310,"{""type"":""Polygon"",""coordinates"":[[[43.82000000000001,39.31],[43.830000000000005,39.31],[43.83,39.32],[43.82,39.32],[43.82000000000001,39.31]]]}"
16034,967.7997773627432,9.008064003859229E-4,5.253563470310607,tile_44.030_39.840,"{""type"":""Polygon"",""coordinates"":[[[44.03,39.84],[44.04,39.84],[44.04,39.85],[44.03,39.849999999999994],[44.03,39.84]]]}"
42294,350.20976643736907,9.012871533481404E-4,1.7922745679497276,tile_44.900_41.440,"{""type"":""Polygon"",""coordinates"":[[[44.9,41.44],[44.91,41.43999999999999],[44.91,41.449999999999996],[44.900000000000006,41.449999999999996],[44.9,41.44]]]}"
32177,1205.6297483488938,9.035126627254808E-4,20.56664755089209,tile_44.570_39.270,"{""type"":""Polygon"",""coordinates"":[[[44.57,39.27],[44.58,39.27000000000001],[44.58,39.28000000000001],[44.57,39.28],[44.57,39.27]]]}"
94114,230.58117718736804,9.070183655668362E-4,2.022153614066386,tile_46.630_40.640,"{""type"":""Polygon"",""coordinates"":[[[46.63000000000001,40.64],[46.64,40.64],[46.64,40.65],[46.63,40.650000000000006],[46.63000000000001,40.64]]]}"
56511,2009.7789833307309,9.192802441453374E-4,13.678395943574065,tile_45.380_39.610,"{""type"":""Polygon"",""coordinates"":[[[45.38000000000001,39.61],[45.39000000000001,39.61],[45.39,39.62],[45.38,39.62],[45.38000000000001,39.61]]]}"
61541,907.5883032877389,9.197522903678923E-4,4.016909494875234,tile_45.550_38.910,"{""type"":""Polygon"",""coordinates"":[[[45.55,38.91],[45.559999999999995,38.91],[45.559999999999995,38.91999999999999],[45.550000000000004,38.91999999999999],[45.55,38.91]]]}"
108083,324.7857358417522,9.397089418030635E-4,5.422940152110719,tile_47.100_39.330,"{""type"":""Polygon"",""coordinates"":[[[47.099999999999994,39.33],[47.11,39.33],[47.11000000000001,39.339999999999996],[47.1,39.339999999999996],[47.099999999999994,39.33]]]}"
73610,2036.0607204468183,9.471714652153906E-4,6.538922933350465,tile_45.950_39.600,"{""type"":""Polygon"",""coordinates"":[[[45.949999999999996,39.6],[45.96,39.6],[45.96,39.61],[45.949999999999996,39.61],[45.949999999999996,39.6]]]}"
32752,2033.8425704777662,9.478384851220323E-4,7.0031286364668865,tile_44.590_39.020,"{""type"":""Polygon"",""coordinates"":[[[44.59,39.019999999999996],[44.60000000000001,39.019999999999996],[44.6,39.03],[44.59,39.03],[44.59,39.019999999999996]]]}"
95457,386.5785619724131,9.525008726116724E-4,2.888005740671501,tile_46.680_39.070,"{""type"":""Polygon"",""coordinates"":[[[46.68000000000001,39.06999999999999],[46.69,39.06999999999999],[46.69,39.08],[46.68000000000001,39.08],[46.68000000000001,39.06999999999999]]]}"
47701,1281.466102708371,9.559523780741097E-4,4.473818619277815,tile_45.090_38.510,"{""type"":""Polygon"",""coordinates"":[[[45.09,38.51],[45.1,38.510000000000005],[45.1,38.519999999999996],[45.09000000000001,38.519999999999996],[45.09,38.51]]]}"
17249,856.6806294200055,9.607249948070384E-4,3.8140784686924945,tile_44.070_39.990,"{""type"":""Polygon"",""coordinates"":[[[44.07,39.99000000000001],[44.07999999999999,39.99000000000001],[44.08,40.00000000000001],[44.07,40.0],[44.07,39.99000000000001]]]}"
8993,2077.0,9.82482374929261E-4,0.0,tile_43.790_41.430,"{""type"":""Polygon"",""coordinates"":[[[43.79,41.43],[43.800000000000004,41.42999999999999],[43.8,41.44],[43.79,41.44],[43.79,41.43]]]}"
